,Anomaly,ano,mes,mes_num,data1,year,co2
1651,2.17,2017,aug,8,2017-8-01,2017,126304.7
1652,1.41,2017,sep,9,2017-9-01,2017,126304.7
1653,0.52,2017,,10,2017-10-01,2017,126304.7
1654,-0.59,2017,nov,11,2017-11-01,2017,126304.7
1655,-1.26,2017,dec,12,2017-12-01,2017,126304.7
1656,-1.64,2018,jan,1,2018-1-01,2018,128452.5
1657,-1.3,2018,feb,2,2018-2-01,2018,128452.5
1658,-0.56,2018,mar,3,2018-3-01,2018,128452.5
1659,0.4,2018,apr,4,2018-4-01,2018,128452.5
1660,1.28,2018,may,5,2018-5-01,2018,128452.5
1661,1.9,2018,jun,6,2018-6-01,2018,128452.5
1662,2.2,2018,jul,7,2018-7-01,2018,128452.5
1663,2.03,2018,aug,8,2018-8-01,2018,128452.5
1664,1.41,2018,sep,9,2018-9-01,2018,128452.5
1665,0.63,2018,,10,2018-10-01,2018,128452.5
1666,-0.67,2018,nov,11,2018-11-01,2018,128452.5
1667,-1.26,2018,dec,12,2018-12-01,2018,128452.5
1668,-1.54,2019,jan,1,2019-1-01,2019,128422.9
1669,-1.23,2019,feb,2,2019-2-01,2019,128422.9
1670,-0.36,2019,mar,3,2019-3-01,2019,128422.9
1671,0.5,2019,apr,4,2019-4-01,2019,128422.9
1672,1.32,2019,may,5,2019-5-01,2019,128422.9
1673,2.02,2019,jun,6,2019-6-01,2019,128422.9
1674,2.32,2019,jul,7,2019-7-01,2019,128422.9
