Internações,cod_uf,uf,data
182,17,Tocantins,2012-10-01
200,16,Amapá,2012-10-01
114,11,Rondônia,2012-10-01
97,12,Acre,2012-10-01
71,14,Roraima,2012-10-01
2974,35,São Paulo,2012-11-01
1731,29,Bahia,2012-11-01
1520,31,Minas Gerais,2012-11-01
1129,33,Rio de Janeiro,2012-11-01
1038,26,Pernambuco,2012-11-01
923,23,Ceará,2012-11-01
707,41,Paraná,2012-11-01
734,15,Pará,2012-11-01
707,43,Rio Grande do Sul,2012-11-01
626,21,Maranhão,2012-11-01
532,42,Santa Catarina,2012-11-01
474,13,Amazonas,2012-11-01
323,52,Goiás,2012-11-01
377,25,Paraíba,2012-11-01
309,22,Piauí,2012-11-01
343,27,Alagoas,2012-11-01
262,28,Sergipe,2012-11-01
250,24,Rio Grande do Norte,2012-11-01
286,32,Espírito Santo,2012-11-01
215,53,Distrito Federal,2012-11-01
234,51,Mato Grosso,2012-11-01
151,50,Mato Grosso do Sul,2012-11-01
186,17,Tocantins,2012-11-01
138,16,Amapá,2012-11-01
172,11,Rondônia,2012-11-01
106,12,Acre,2012-11-01
117,14,Roraima,2012-11-01
2814,35,São Paulo,2012-12-01
1518,29,Bahia,2012-12-01
1336,31,Minas Gerais,2012-12-01
1089,33,Rio de Janeiro,2012-12-01
986,26,Pernambuco,2012-12-01
803,23,Ceará,2012-12-01
755,41,Paraná,2012-12-01
807,15,Pará,2012-12-01
564,43,Rio Grande do Sul,2012-12-01
574,21,Maranhão,2012-12-01
498,42,Santa Catarina,2012-12-01
341,13,Amazonas,2012-12-01
315,52,Goiás,2012-12-01
333,25,Paraíba,2012-12-01
241,22,Piauí,2012-12-01
284,27,Alagoas,2012-12-01
282,28,Sergipe,2012-12-01
192,24,Rio Grande do Norte,2012-12-01
282,32,Espírito Santo,2012-12-01
177,53,Distrito Federal,2012-12-01
254,51,Mato Grosso,2012-12-01
207,50,Mato Grosso do Sul,2012-12-01
181,17,Tocantins,2012-12-01
128,16,Amapá,2012-12-01
83,11,Rondônia,2012-12-01
126,12,Acre,2012-12-01
93,14,Roraima,2012-12-01
2944,35,São Paulo,2013-01-01
1556,29,Bahia,2013-01-01
1666,31,Minas Gerais,2013-01-01
1244,33,Rio de Janeiro,2013-01-01
855,26,Pernambuco,2013-01-01
811,23,Ceará,2013-01-01
709,41,Paraná,2013-01-01
721,15,Pará,2013-01-01
611,43,Rio Grande do Sul,2013-01-01
705,21,Maranhão,2013-01-01
566,42,Santa Catarina,2013-01-01
563,13,Amazonas,2013-01-01
309,52,Goiás,2013-01-01
332,25,Paraíba,2013-01-01
329,22,Piauí,2013-01-01
337,27,Alagoas,2013-01-01
297,28,Sergipe,2013-01-01
275,24,Rio Grande do Norte,2013-01-01
287,32,Espírito Santo,2013-01-01
226,53,Distrito Federal,2013-01-01
251,51,Mato Grosso,2013-01-01
200,50,Mato Grosso do Sul,2013-01-01
160,17,Tocantins,2013-01-01
180,16,Amapá,2013-01-01
136,11,Rondônia,2013-01-01
118,12,Acre,2013-01-01
105,14,Roraima,2013-01-01
2497,35,São Paulo,2013-02-01
1528,29,Bahia,2013-02-01
1364,31,Minas Gerais,2013-02-01
996,33,Rio de Janeiro,2013-02-01
885,26,Pernambuco,2013-02-01
769,23,Ceará,2013-02-01
749,41,Paraná,2013-02-01
740,15,Pará,2013-02-01
534,43,Rio Grande do Sul,2013-02-01
662,21,Maranhão,2013-02-01
473,42,Santa Catarina,2013-02-01
409,13,Amazonas,2013-02-01
281,52,Goiás,2013-02-01
333,25,Paraíba,2013-02-01
314,22,Piauí,2013-02-01
275,27,Alagoas,2013-02-01
253,28,Sergipe,2013-02-01
222,24,Rio Grande do Norte,2013-02-01
263,32,Espírito Santo,2013-02-01
300,53,Distrito Federal,2013-02-01
206,51,Mato Grosso,2013-02-01
144,50,Mato Grosso do Sul,2013-02-01
142,17,Tocantins,2013-02-01
139,16,Amapá,2013-02-01
106,11,Rondônia,2013-02-01
132,12,Acre,2013-02-01
91,14,Roraima,2013-02-01
2593,35,São Paulo,2013-03-01
1524,29,Bahia,2013-03-01
1441,31,Minas Gerais,2013-03-01
1158,33,Rio de Janeiro,2013-03-01
1053,26,Pernambuco,2013-03-01
792,23,Ceará,2013-03-01
649,41,Paraná,2013-03-01
709,15,Pará,2013-03-01
557,43,Rio Grande do Sul,2013-03-01
645,21,Maranhão,2013-03-01
442,42,Santa Catarina,2013-03-01
523,13,Amazonas,2013-03-01
308,52,Goiás,2013-03-01
350,25,Paraíba,2013-03-01
357,22,Piauí,2013-03-01
306,27,Alagoas,2013-03-01
369,28,Sergipe,2013-03-01
223,24,Rio Grande do Norte,2013-03-01
245,32,Espírito Santo,2013-03-01
359,53,Distrito Federal,2013-03-01
238,51,Mato Grosso,2013-03-01
240,50,Mato Grosso do Sul,2013-03-01
166,17,Tocantins,2013-03-01
182,16,Amapá,2013-03-01
207,11,Rondônia,2013-03-01
89,12,Acre,2013-03-01
181,14,Roraima,2013-03-01
2719,35,São Paulo,2013-04-01
1529,29,Bahia,2013-04-01
1419,31,Minas Gerais,2013-04-01
1263,33,Rio de Janeiro,2013-04-01
796,26,Pernambuco,2013-04-01
794,23,Ceará,2013-04-01
704,41,Paraná,2013-04-01
702,15,Pará,2013-04-01
588,43,Rio Grande do Sul,2013-04-01
637,21,Maranhão,2013-04-01
466,42,Santa Catarina,2013-04-01
529,13,Amazonas,2013-04-01
369,52,Goiás,2013-04-01
279,25,Paraíba,2013-04-01
321,22,Piauí,2013-04-01
298,27,Alagoas,2013-04-01
217,28,Sergipe,2013-04-01
184,24,Rio Grande do Norte,2013-04-01
258,32,Espírito Santo,2013-04-01
223,53,Distrito Federal,2013-04-01
218,51,Mato Grosso,2013-04-01
168,50,Mato Grosso do Sul,2013-04-01
135,17,Tocantins,2013-04-01
178,16,Amapá,2013-04-01
186,11,Rondônia,2013-04-01
114,12,Acre,2013-04-01
95,14,Roraima,2013-04-01
2461,35,São Paulo,2013-05-01
1285,29,Bahia,2013-05-01
1379,31,Minas Gerais,2013-05-01
1186,33,Rio de Janeiro,2013-05-01
813,26,Pernambuco,2013-05-01
700,23,Ceará,2013-05-01
696,41,Paraná,2013-05-01
789,15,Pará,2013-05-01
553,43,Rio Grande do Sul,2013-05-01
525,21,Maranhão,2013-05-01
507,42,Santa Catarina,2013-05-01
579,13,Amazonas,2013-05-01
287,52,Goiás,2013-05-01
329,25,Paraíba,2013-05-01
295,22,Piauí,2013-05-01
315,27,Alagoas,2013-05-01
268,28,Sergipe,2013-05-01
204,24,Rio Grande do Norte,2013-05-01
233,32,Espírito Santo,2013-05-01
242,53,Distrito Federal,2013-05-01
214,51,Mato Grosso,2013-05-01
188,50,Mato Grosso do Sul,2013-05-01
162,17,Tocantins,2013-05-01
141,16,Amapá,2013-05-01
174,11,Rondônia,2013-05-01
95,12,Acre,2013-05-01
118,14,Roraima,2013-05-01
2556,35,São Paulo,2013-06-01
1346,29,Bahia,2013-06-01
1357,31,Minas Gerais,2013-06-01
1215,33,Rio de Janeiro,2013-06-01
807,26,Pernambuco,2013-06-01
627,23,Ceará,2013-06-01
733,41,Paraná,2013-06-01
752,15,Pará,2013-06-01
561,43,Rio Grande do Sul,2013-06-01
545,21,Maranhão,2013-06-01
470,42,Santa Catarina,2013-06-01
549,13,Amazonas,2013-06-01
309,52,Goiás,2013-06-01
296,25,Paraíba,2013-06-01
302,22,Piauí,2013-06-01
266,27,Alagoas,2013-06-01
247,28,Sergipe,2013-06-01
208,24,Rio Grande do Norte,2013-06-01
236,32,Espírito Santo,2013-06-01
215,53,Distrito Federal,2013-06-01
200,51,Mato Grosso,2013-06-01
176,50,Mato Grosso do Sul,2013-06-01
146,17,Tocantins,2013-06-01
132,16,Amapá,2013-06-01
121,11,Rondônia,2013-06-01
89,12,Acre,2013-06-01
143,14,Roraima,2013-06-01
2795,35,São Paulo,2013-07-01
1535,29,Bahia,2013-07-01
1424,31,Minas Gerais,2013-07-01
1312,33,Rio de Janeiro,2013-07-01
830,26,Pernambuco,2013-07-01
752,23,Ceará,2013-07-01
760,41,Paraná,2013-07-01
802,15,Pará,2013-07-01
589,43,Rio Grande do Sul,2013-07-01
680,21,Maranhão,2013-07-01
513,42,Santa Catarina,2013-07-01
563,13,Amazonas,2013-07-01
322,52,Goiás,2013-07-01
308,25,Paraíba,2013-07-01
286,22,Piauí,2013-07-01
278,27,Alagoas,2013-07-01
221,28,Sergipe,2013-07-01
264,24,Rio Grande do Norte,2013-07-01
264,32,Espírito Santo,2013-07-01
262,53,Distrito Federal,2013-07-01
214,51,Mato Grosso,2013-07-01
204,50,Mato Grosso do Sul,2013-07-01
151,17,Tocantins,2013-07-01
152,16,Amapá,2013-07-01
179,11,Rondônia,2013-07-01
89,12,Acre,2013-07-01
116,14,Roraima,2013-07-01
3078,35,São Paulo,2013-08-01
1722,29,Bahia,2013-08-01
1553,31,Minas Gerais,2013-08-01
1439,33,Rio de Janeiro,2013-08-01
866,26,Pernambuco,2013-08-01
682,23,Ceará,2013-08-01
785,41,Paraná,2013-08-01
712,15,Pará,2013-08-01
561,43,Rio Grande do Sul,2013-08-01
594,21,Maranhão,2013-08-01
528,42,Santa Catarina,2013-08-01
538,13,Amazonas,2013-08-01
400,52,Goiás,2013-08-01
310,25,Paraíba,2013-08-01
348,22,Piauí,2013-08-01
312,27,Alagoas,2013-08-01
244,28,Sergipe,2013-08-01
233,24,Rio Grande do Norte,2013-08-01
237,32,Espírito Santo,2013-08-01
265,53,Distrito Federal,2013-08-01
228,51,Mato Grosso,2013-08-01
228,50,Mato Grosso do Sul,2013-08-01
156,17,Tocantins,2013-08-01
144,16,Amapá,2013-08-01
145,11,Rondônia,2013-08-01
88,12,Acre,2013-08-01
123,14,Roraima,2013-08-01
3070,35,São Paulo,2013-09-01
1697,29,Bahia,2013-09-01
1620,31,Minas Gerais,2013-09-01
1411,33,Rio de Janeiro,2013-09-01
861,26,Pernambuco,2013-09-01
741,23,Ceará,2013-09-01
718,41,Paraná,2013-09-01
756,15,Pará,2013-09-01
572,43,Rio Grande do Sul,2013-09-01
611,21,Maranhão,2013-09-01
534,42,Santa Catarina,2013-09-01
504,13,Amazonas,2013-09-01
376,52,Goiás,2013-09-01
362,25,Paraíba,2013-09-01
338,22,Piauí,2013-09-01
285,27,Alagoas,2013-09-01
249,28,Sergipe,2013-09-01
277,24,Rio Grande do Norte,2013-09-01
287,32,Espírito Santo,2013-09-01
286,53,Distrito Federal,2013-09-01
248,51,Mato Grosso,2013-09-01
226,50,Mato Grosso do Sul,2013-09-01
187,17,Tocantins,2013-09-01
136,16,Amapá,2013-09-01
170,11,Rondônia,2013-09-01
93,12,Acre,2013-09-01
81,14,Roraima,2013-09-01
3305,35,São Paulo,2013-10-01
1736,29,Bahia,2013-10-01
1587,31,Minas Gerais,2013-10-01
1515,33,Rio de Janeiro,2013-10-01
903,26,Pernambuco,2013-10-01
947,23,Ceará,2013-10-01
721,41,Paraná,2013-10-01
824,15,Pará,2013-10-01
607,43,Rio Grande do Sul,2013-10-01
696,21,Maranhão,2013-10-01
530,42,Santa Catarina,2013-10-01
572,13,Amazonas,2013-10-01
341,52,Goiás,2013-10-01
340,25,Paraíba,2013-10-01
344,22,Piauí,2013-10-01
337,27,Alagoas,2013-10-01
276,28,Sergipe,2013-10-01
266,24,Rio Grande do Norte,2013-10-01
261,32,Espírito Santo,2013-10-01
206,53,Distrito Federal,2013-10-01
237,51,Mato Grosso,2013-10-01
200,50,Mato Grosso do Sul,2013-10-01
188,17,Tocantins,2013-10-01
111,16,Amapá,2013-10-01
135,11,Rondônia,2013-10-01
120,12,Acre,2013-10-01
151,14,Roraima,2013-10-01
3073,35,São Paulo,2013-11-01
1629,29,Bahia,2013-11-01
1467,31,Minas Gerais,2013-11-01
1383,33,Rio de Janeiro,2013-11-01
964,26,Pernambuco,2013-11-01
725,23,Ceará,2013-11-01
777,41,Paraná,2013-11-01
768,15,Pará,2013-11-01
607,43,Rio Grande do Sul,2013-11-01
700,21,Maranhão,2013-11-01
570,42,Santa Catarina,2013-11-01
528,13,Amazonas,2013-11-01
390,52,Goiás,2013-11-01
356,25,Paraíba,2013-11-01
356,22,Piauí,2013-11-01
250,27,Alagoas,2013-11-01
330,28,Sergipe,2013-11-01
289,24,Rio Grande do Norte,2013-11-01
223,32,Espírito Santo,2013-11-01
200,53,Distrito Federal,2013-11-01
257,51,Mato Grosso,2013-11-01
207,50,Mato Grosso do Sul,2013-11-01
183,17,Tocantins,2013-11-01
113,16,Amapá,2013-11-01
173,11,Rondônia,2013-11-01
115,12,Acre,2013-11-01
87,14,Roraima,2013-11-01
2777,35,São Paulo,2013-12-01
1594,29,Bahia,2013-12-01
1434,31,Minas Gerais,2013-12-01
1244,33,Rio de Janeiro,2013-12-01
955,26,Pernambuco,2013-12-01
858,23,Ceará,2013-12-01
690,41,Paraná,2013-12-01
768,15,Pará,2013-12-01
574,43,Rio Grande do Sul,2013-12-01
617,21,Maranhão,2013-12-01
526,42,Santa Catarina,2013-12-01
517,13,Amazonas,2013-12-01
332,52,Goiás,2013-12-01
301,25,Paraíba,2013-12-01
296,22,Piauí,2013-12-01
308,27,Alagoas,2013-12-01
287,28,Sergipe,2013-12-01
334,24,Rio Grande do Norte,2013-12-01
226,32,Espírito Santo,2013-12-01
199,53,Distrito Federal,2013-12-01
249,51,Mato Grosso,2013-12-01
204,50,Mato Grosso do Sul,2013-12-01
157,17,Tocantins,2013-12-01
114,16,Amapá,2013-12-01
94,11,Rondônia,2013-12-01
105,12,Acre,2013-12-01
44,14,Roraima,2013-12-01
3081,35,São Paulo,2014-01-01
1588,29,Bahia,2014-01-01
1550,31,Minas Gerais,2014-01-01
1296,33,Rio de Janeiro,2014-01-01
890,26,Pernambuco,2014-01-01
907,23,Ceará,2014-01-01
740,41,Paraná,2014-01-01
690,15,Pará,2014-01-01
647,43,Rio Grande do Sul,2014-01-01
631,21,Maranhão,2014-01-01
543,42,Santa Catarina,2014-01-01
542,13,Amazonas,2014-01-01
366,52,Goiás,2014-01-01
301,25,Paraíba,2014-01-01
377,22,Piauí,2014-01-01
259,27,Alagoas,2014-01-01
312,28,Sergipe,2014-01-01
352,24,Rio Grande do Norte,2014-01-01
222,32,Espírito Santo,2014-01-01
201,53,Distrito Federal,2014-01-01
224,51,Mato Grosso,2014-01-01
200,50,Mato Grosso do Sul,2014-01-01
186,17,Tocantins,2014-01-01
116,16,Amapá,2014-01-01
171,11,Rondônia,2014-01-01
143,12,Acre,2014-01-01
123,14,Roraima,2014-01-01
2665,35,São Paulo,2014-02-01
1559,29,Bahia,2014-02-01
1411,31,Minas Gerais,2014-02-01
1122,33,Rio de Janeiro,2014-02-01
852,26,Pernambuco,2014-02-01
754,23,Ceará,2014-02-01
677,41,Paraná,2014-02-01
703,15,Pará,2014-02-01
580,43,Rio Grande do Sul,2014-02-01
671,21,Maranhão,2014-02-01
528,42,Santa Catarina,2014-02-01
471,13,Amazonas,2014-02-01
347,52,Goiás,2014-02-01
271,25,Paraíba,2014-02-01
278,22,Piauí,2014-02-01
266,27,Alagoas,2014-02-01
260,28,Sergipe,2014-02-01
327,24,Rio Grande do Norte,2014-02-01
243,32,Espírito Santo,2014-02-01
189,53,Distrito Federal,2014-02-01
222,51,Mato Grosso,2014-02-01
213,50,Mato Grosso do Sul,2014-02-01
181,17,Tocantins,2014-02-01
139,16,Amapá,2014-02-01
161,11,Rondônia,2014-02-01
114,12,Acre,2014-02-01
93,14,Roraima,2014-02-01
2641,35,São Paulo,2014-03-01
1489,29,Bahia,2014-03-01
1350,31,Minas Gerais,2014-03-01
1077,33,Rio de Janeiro,2014-03-01
816,26,Pernambuco,2014-03-01
860,23,Ceará,2014-03-01
731,41,Paraná,2014-03-01
639,15,Pará,2014-03-01
541,43,Rio Grande do Sul,2014-03-01
654,21,Maranhão,2014-03-01
458,42,Santa Catarina,2014-03-01
471,13,Amazonas,2014-03-01
306,52,Goiás,2014-03-01
244,25,Paraíba,2014-03-01
300,22,Piauí,2014-03-01
272,27,Alagoas,2014-03-01
306,28,Sergipe,2014-03-01
392,24,Rio Grande do Norte,2014-03-01
242,32,Espírito Santo,2014-03-01
241,53,Distrito Federal,2014-03-01
206,51,Mato Grosso,2014-03-01
184,50,Mato Grosso do Sul,2014-03-01
160,17,Tocantins,2014-03-01
132,16,Amapá,2014-03-01
241,11,Rondônia,2014-03-01
109,12,Acre,2014-03-01
109,14,Roraima,2014-03-01
2620,35,São Paulo,2014-04-01
1364,29,Bahia,2014-04-01
1331,31,Minas Gerais,2014-04-01
1158,33,Rio de Janeiro,2014-04-01
851,26,Pernambuco,2014-04-01
726,23,Ceará,2014-04-01
675,41,Paraná,2014-04-01
757,15,Pará,2014-04-01
481,43,Rio Grande do Sul,2014-04-01
592,21,Maranhão,2014-04-01
457,42,Santa Catarina,2014-04-01
498,13,Amazonas,2014-04-01
343,52,Goiás,2014-04-01
252,25,Paraíba,2014-04-01
282,22,Piauí,2014-04-01
254,27,Alagoas,2014-04-01
245,28,Sergipe,2014-04-01
437,24,Rio Grande do Norte,2014-04-01
192,32,Espírito Santo,2014-04-01
151,53,Distrito Federal,2014-04-01
228,51,Mato Grosso,2014-04-01
177,50,Mato Grosso do Sul,2014-04-01
165,17,Tocantins,2014-04-01
142,16,Amapá,2014-04-01
92,11,Rondônia,2014-04-01
86,12,Acre,2014-04-01
118,14,Roraima,2014-04-01
2645,35,São Paulo,2014-05-01
1332,29,Bahia,2014-05-01
1371,31,Minas Gerais,2014-05-01
1203,33,Rio de Janeiro,2014-05-01
839,26,Pernambuco,2014-05-01
797,23,Ceará,2014-05-01
631,41,Paraná,2014-05-01
690,15,Pará,2014-05-01
495,43,Rio Grande do Sul,2014-05-01
630,21,Maranhão,2014-05-01
471,42,Santa Catarina,2014-05-01
466,13,Amazonas,2014-05-01
310,52,Goiás,2014-05-01
250,25,Paraíba,2014-05-01
278,22,Piauí,2014-05-01
266,27,Alagoas,2014-05-01
243,28,Sergipe,2014-05-01
318,24,Rio Grande do Norte,2014-05-01
217,32,Espírito Santo,2014-05-01
241,53,Distrito Federal,2014-05-01
223,51,Mato Grosso,2014-05-01
152,50,Mato Grosso do Sul,2014-05-01
158,17,Tocantins,2014-05-01
170,16,Amapá,2014-05-01
185,11,Rondônia,2014-05-01
113,12,Acre,2014-05-01
90,14,Roraima,2014-05-01
2555,35,São Paulo,2014-06-01
1342,29,Bahia,2014-06-01
1417,31,Minas Gerais,2014-06-01
1070,33,Rio de Janeiro,2014-06-01
820,26,Pernambuco,2014-06-01
682,23,Ceará,2014-06-01
695,41,Paraná,2014-06-01
666,15,Pará,2014-06-01
504,43,Rio Grande do Sul,2014-06-01
596,21,Maranhão,2014-06-01
416,42,Santa Catarina,2014-06-01
446,13,Amazonas,2014-06-01
317,52,Goiás,2014-06-01
297,25,Paraíba,2014-06-01
316,22,Piauí,2014-06-01
278,27,Alagoas,2014-06-01
256,28,Sergipe,2014-06-01
269,24,Rio Grande do Norte,2014-06-01
206,32,Espírito Santo,2014-06-01
137,53,Distrito Federal,2014-06-01
199,51,Mato Grosso,2014-06-01
159,50,Mato Grosso do Sul,2014-06-01
147,17,Tocantins,2014-06-01
50,16,Amapá,2014-06-01
128,11,Rondônia,2014-06-01
112,12,Acre,2014-06-01
118,14,Roraima,2014-06-01
2859,35,São Paulo,2014-07-01
1588,29,Bahia,2014-07-01
1590,31,Minas Gerais,2014-07-01
1296,33,Rio de Janeiro,2014-07-01
810,26,Pernambuco,2014-07-01
838,23,Ceará,2014-07-01
755,41,Paraná,2014-07-01
576,15,Pará,2014-07-01
563,43,Rio Grande do Sul,2014-07-01
637,21,Maranhão,2014-07-01
500,42,Santa Catarina,2014-07-01
430,13,Amazonas,2014-07-01
312,52,Goiás,2014-07-01
303,25,Paraíba,2014-07-01
269,22,Piauí,2014-07-01
263,27,Alagoas,2014-07-01
247,28,Sergipe,2014-07-01
313,24,Rio Grande do Norte,2014-07-01
231,32,Espírito Santo,2014-07-01
203,53,Distrito Federal,2014-07-01
211,51,Mato Grosso,2014-07-01
174,50,Mato Grosso do Sul,2014-07-01
177,17,Tocantins,2014-07-01
150,16,Amapá,2014-07-01
171,11,Rondônia,2014-07-01
72,12,Acre,2014-07-01
100,14,Roraima,2014-07-01
3098,35,São Paulo,2014-08-01
1611,29,Bahia,2014-08-01
1438,31,Minas Gerais,2014-08-01
1325,33,Rio de Janeiro,2014-08-01
770,26,Pernambuco,2014-08-01
825,23,Ceará,2014-08-01
778,41,Paraná,2014-08-01
693,15,Pará,2014-08-01
544,43,Rio Grande do Sul,2014-08-01
665,21,Maranhão,2014-08-01
571,42,Santa Catarina,2014-08-01
432,13,Amazonas,2014-08-01
347,52,Goiás,2014-08-01
319,25,Paraíba,2014-08-01
342,22,Piauí,2014-08-01
287,27,Alagoas,2014-08-01
251,28,Sergipe,2014-08-01
280,24,Rio Grande do Norte,2014-08-01
246,32,Espírito Santo,2014-08-01
271,53,Distrito Federal,2014-08-01
213,51,Mato Grosso,2014-08-01
149,50,Mato Grosso do Sul,2014-08-01
167,17,Tocantins,2014-08-01
145,16,Amapá,2014-08-01
117,11,Rondônia,2014-08-01
87,12,Acre,2014-08-01
78,14,Roraima,2014-08-01
2950,35,São Paulo,2014-09-01
1710,29,Bahia,2014-09-01
1579,31,Minas Gerais,2014-09-01
1589,33,Rio de Janeiro,2014-09-01
913,26,Pernambuco,2014-09-01
875,23,Ceará,2014-09-01
823,41,Paraná,2014-09-01
715,15,Pará,2014-09-01
659,43,Rio Grande do Sul,2014-09-01
604,21,Maranhão,2014-09-01
565,42,Santa Catarina,2014-09-01
425,13,Amazonas,2014-09-01
362,52,Goiás,2014-09-01
319,25,Paraíba,2014-09-01
311,22,Piauí,2014-09-01
246,27,Alagoas,2014-09-01
292,28,Sergipe,2014-09-01
316,24,Rio Grande do Norte,2014-09-01
259,32,Espírito Santo,2014-09-01
237,53,Distrito Federal,2014-09-01
231,51,Mato Grosso,2014-09-01
181,50,Mato Grosso do Sul,2014-09-01
179,17,Tocantins,2014-09-01
125,16,Amapá,2014-09-01
137,11,Rondônia,2014-09-01
109,12,Acre,2014-09-01
75,14,Roraima,2014-09-01
3135,35,São Paulo,2014-10-01
1757,29,Bahia,2014-10-01
1451,31,Minas Gerais,2014-10-01
1321,33,Rio de Janeiro,2014-10-01
892,26,Pernambuco,2014-10-01
887,23,Ceará,2014-10-01
785,41,Paraná,2014-10-01
637,15,Pará,2014-10-01
717,43,Rio Grande do Sul,2014-10-01
625,21,Maranhão,2014-10-01
588,42,Santa Catarina,2014-10-01
456,13,Amazonas,2014-10-01
357,52,Goiás,2014-10-01
339,25,Paraíba,2014-10-01
263,22,Piauí,2014-10-01
301,27,Alagoas,2014-10-01
230,28,Sergipe,2014-10-01
348,24,Rio Grande do Norte,2014-10-01
250,32,Espírito Santo,2014-10-01
207,53,Distrito Federal,2014-10-01
244,51,Mato Grosso,2014-10-01
201,50,Mato Grosso do Sul,2014-10-01
186,17,Tocantins,2014-10-01
138,16,Amapá,2014-10-01
143,11,Rondônia,2014-10-01
128,12,Acre,2014-10-01
46,14,Roraima,2014-10-01
3062,35,São Paulo,2014-11-01
1577,29,Bahia,2014-11-01
1559,31,Minas Gerais,2014-11-01
1419,33,Rio de Janeiro,2014-11-01
886,26,Pernambuco,2014-11-01
957,23,Ceará,2014-11-01
813,41,Paraná,2014-11-01
674,15,Pará,2014-11-01
631,43,Rio Grande do Sul,2014-11-01
635,21,Maranhão,2014-11-01
544,42,Santa Catarina,2014-11-01
345,13,Amazonas,2014-11-01
322,52,Goiás,2014-11-01
336,25,Paraíba,2014-11-01
377,22,Piauí,2014-11-01
278,27,Alagoas,2014-11-01
257,28,Sergipe,2014-11-01
306,24,Rio Grande do Norte,2014-11-01
280,32,Espírito Santo,2014-11-01
244,53,Distrito Federal,2014-11-01
254,51,Mato Grosso,2014-11-01
194,50,Mato Grosso do Sul,2014-11-01
194,17,Tocantins,2014-11-01
114,16,Amapá,2014-11-01
163,11,Rondônia,2014-11-01
102,12,Acre,2014-11-01
120,14,Roraima,2014-11-01
2770,35,São Paulo,2014-12-01
1451,29,Bahia,2014-12-01
1383,31,Minas Gerais,2014-12-01
1217,33,Rio de Janeiro,2014-12-01
873,26,Pernambuco,2014-12-01
834,23,Ceará,2014-12-01
807,41,Paraná,2014-12-01
619,15,Pará,2014-12-01
601,43,Rio Grande do Sul,2014-12-01
640,21,Maranhão,2014-12-01
484,42,Santa Catarina,2014-12-01
416,13,Amazonas,2014-12-01
353,52,Goiás,2014-12-01
320,25,Paraíba,2014-12-01
226,22,Piauí,2014-12-01
257,27,Alagoas,2014-12-01
252,28,Sergipe,2014-12-01
305,24,Rio Grande do Norte,2014-12-01
235,32,Espírito Santo,2014-12-01
137,53,Distrito Federal,2014-12-01
219,51,Mato Grosso,2014-12-01
247,50,Mato Grosso do Sul,2014-12-01
153,17,Tocantins,2014-12-01
112,16,Amapá,2014-12-01
164,11,Rondônia,2014-12-01
56,12,Acre,2014-12-01
5,14,Roraima,2014-12-01
2722,35,São Paulo,2015-01-01
1522,29,Bahia,2015-01-01
1397,31,Minas Gerais,2015-01-01
1216,33,Rio de Janeiro,2015-01-01
811,26,Pernambuco,2015-01-01
857,23,Ceará,2015-01-01
812,41,Paraná,2015-01-01
620,15,Pará,2015-01-01
586,43,Rio Grande do Sul,2015-01-01
628,21,Maranhão,2015-01-01
591,42,Santa Catarina,2015-01-01
417,13,Amazonas,2015-01-01
330,52,Goiás,2015-01-01
271,25,Paraíba,2015-01-01
280,22,Piauí,2015-01-01
320,27,Alagoas,2015-01-01
263,28,Sergipe,2015-01-01
343,24,Rio Grande do Norte,2015-01-01
255,32,Espírito Santo,2015-01-01
214,53,Distrito Federal,2015-01-01
220,51,Mato Grosso,2015-01-01
197,50,Mato Grosso do Sul,2015-01-01
164,17,Tocantins,2015-01-01
116,16,Amapá,2015-01-01
105,11,Rondônia,2015-01-01
102,12,Acre,2015-01-01
103,14,Roraima,2015-01-01
2428,35,São Paulo,2015-02-01
1439,29,Bahia,2015-02-01
1321,31,Minas Gerais,2015-02-01
1105,33,Rio de Janeiro,2015-02-01
801,26,Pernambuco,2015-02-01
733,23,Ceará,2015-02-01
691,41,Paraná,2015-02-01
621,15,Pará,2015-02-01
526,43,Rio Grande do Sul,2015-02-01
632,21,Maranhão,2015-02-01
489,42,Santa Catarina,2015-02-01
410,13,Amazonas,2015-02-01
315,52,Goiás,2015-02-01
308,25,Paraíba,2015-02-01
336,22,Piauí,2015-02-01
247,27,Alagoas,2015-02-01
271,28,Sergipe,2015-02-01
289,24,Rio Grande do Norte,2015-02-01
211,32,Espírito Santo,2015-02-01
138,53,Distrito Federal,2015-02-01
239,51,Mato Grosso,2015-02-01
213,50,Mato Grosso do Sul,2015-02-01
165,17,Tocantins,2015-02-01
105,16,Amapá,2015-02-01
159,11,Rondônia,2015-02-01
108,12,Acre,2015-02-01
114,14,Roraima,2015-02-01
2517,35,São Paulo,2015-03-01
1454,29,Bahia,2015-03-01
1363,31,Minas Gerais,2015-03-01
1333,33,Rio de Janeiro,2015-03-01
883,26,Pernambuco,2015-03-01
790,23,Ceará,2015-03-01
677,41,Paraná,2015-03-01
601,15,Pará,2015-03-01
559,43,Rio Grande do Sul,2015-03-01
702,21,Maranhão,2015-03-01
514,42,Santa Catarina,2015-03-01
473,13,Amazonas,2015-03-01
337,52,Goiás,2015-03-01
288,25,Paraíba,2015-03-01
245,22,Piauí,2015-03-01
261,27,Alagoas,2015-03-01
260,28,Sergipe,2015-03-01
317,24,Rio Grande do Norte,2015-03-01
212,32,Espírito Santo,2015-03-01
242,53,Distrito Federal,2015-03-01
204,51,Mato Grosso,2015-03-01
